,qid,label,description,wikipedia_url,latitude,longitude,admin_location,Location,Park section,Coordinates,Status,Opening date,Cost,Replaced,Type,Manufacturer,Model,Lift/launch system,Height,Drop,Length,Speed,Inversions,Duration,Capacity,G-force,Restraint style,Height restriction,Trains,Slogan,Designer,Max vertical angle,Website,Opened,Owner,Operating season,Area,Total,Roller coasters,Water rides,Closing date,Soft opening date,Opening date,Closing date,Replaced by,Operated by,Attendance,Track layout,General manager,Theme,First manufactured,Locations,Built,Architect,NRHP referenceNo.,Added to NRHP,Designated NHL,Attraction type,Vehicles,Riders per vehicle,Hangul,Hanja,RR,MR,Name,Park section,Sponsor,Music,Replaced by,1st Launch,2nd Launch,No.of installations,G force,Rows,Riders per row,Restraint Style,Other rides,,Acceleration,Maximum Height,Vehicle,Tunnel Length,Vehicle type,Closed,Physical Length,Total length Traversed,Sponsors,Current Theme,Layout,Launches,Original manufacturer,Redesigned by,Tagline,Restraints,Official Website,Shows,Pre-show hosts,Animatronics,Track layout,Designated,Reference no.,Architectural style,CHISLNo.,SDHLNo.,Designated SDHL,Part of,Part of,Designated NHLDCP,Height Restriction,Builders,Born,Died,Occupation,Known for,Date,Deaths,Injuries,Site Area,Ride hosts,Age restriction,Handicapped persons,Restraint,Trains Per Track,Cars,Trains built by,Hosts,Audio-animatronics,Date opened,Subcontractor,Public transit,Park president,Totalmass,Builtbase area,Queue host,Ride host,Host,Tracks,Former location,Previous name,Loop Heights,Former names,Sponsored by,Original area,Relocated,Pre-ride host,Admission,Lift System #1,Lift System #2,Height restriction (Sit-down train),Height restriction (Stand-up train),Elevation change
973,Q1712350,Silver Comet,roller coaster,https://en.wikipedia.org/wiki/Silver%20Comet%20%28roller%20coaster%29,43.0283,-78.9739,,Niagara Amusement Park & Splash World,,43°01′42″N78°58′26″W﻿ / ﻿43.02833°N 78.97389°W﻿ /43.02833; -78.97389,Closed,"May 1, 1999[1]",,,Wood,Custom Coasters International,,Chain lift,82 ft (25 m),82 ft (25 m),"2,800 ft (850 m)",55 mph (89 km/h),,1:45,,,,48 in (122 cm),Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Dennis McNulty & Larry Bill,50°,,,,,,,,,"September 22, 2025",,,,,,,Tripleout-and-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Q1760009,Renegade,wood roller coaster,https://en.wikipedia.org/wiki/Renegade%20%28roller%20coaster%29,44.8008,-93.4611,,Valleyfair,,44°48′03″N93°27′40″W﻿ / ﻿44.80083°N 93.46111°W﻿ /44.80083; -93.46111,Operating,"May 12, 2007","$6,500,000 USD",,Wood,Great Coasters International,,Chainlift hill,108.0 ft (32.9 m),91.4 ft (27.9 m),"3,113 ft (949 m)",51.3 mph (82.6 km/h),0,2:00,850 riders per hour,3.9,,48 in (122 cm),2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,,66°,,,,,,,,,,,,,,,,"Out and Back,Twister",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Q1787446,Steel Vengeance,Hybrid roller coaster at Cedar Point,https://en.wikipedia.org/wiki/Steel%20Vengeance,,,,Cedar Point,Frontier Town,41°29′10.50″N82°41′35.75″W﻿ / ﻿41.4862500°N 82.6932639°W﻿ /41.4862500; -82.6932639,Operating,"May 5, 2018(2018-05-05)",,Mean Streak,Steel,Rocky Mountain Construction,I-Box Track,Chainlift hill,205 ft (62 m),200 ft (61 m),"5,740 ft (1,750 m)",74 mph (119 km/h),4,2:30,1200 riders per hour,,,52[1]in (132 cm),3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Alan Schilke,90°,Official website,,,,,,,,,"April 25, 2018(2018-04-25)",,,,,,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Q1870687,Lost Coaster of Superstition Mountain,Roller coaster in Indiana,https://en.wikipedia.org/wiki/Lost%20Coaster%20of%20Superstition%20Mountain,40.7886,-86.77,,Indiana Beach,,40°47′19″N86°46′12″W﻿ / ﻿40.78861°N 86.77000°W﻿ /40.78861; -86.77000,Operating,"June 6, 2002",,Superstition Mountain Mine Ride,Wood,Custom Coasters International,,Elevator Lift,35 ft (11 m),,"1,400 ft (430 m)",20 mph (32 km/h),,,,,,48 in (122 cm),3 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Q1917024,Megafobia,Twister style wooden roller coaster,https://en.wikipedia.org/wiki/Megafobia,51.7807,-4.8056,,Oakwood Theme Park,,51°46′51″N4°48′20″W﻿ / ﻿51.7807°N 4.8056°W﻿ /51.7807; -4.8056,Closed,April 1996,,,Wood,Custom Coasters International,,,85 ft (26 m),,"2,956 ft (901 m)",48 mph (77 km/h),0,1:40,,2.75,,120 cm (3 ft 11 in),,,"John Wardley, Dennis McNulty, Larry Bill",55°,,,,,,,,,3 November 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Q1985681,Nickelodeon Streak,wooden roller coaster,https://en.wikipedia.org/wiki/Nickelodeon%20Streak,53.7908,-3.05439,,Pleasure Beach Resort,Nickelodeon Land,53°47′27″N3°03′16″W﻿ / ﻿53.790844°N 3.054395°W﻿ /53.790844; -3.054395,Operating,1933,,,Wood–Out-and-back,,,Chain,61 ft (19 m),,"2,293 ft (699 m)",35 mph (56 km/h),0,1:44,,3,,46 in (117 cm),Single train with 3 cars. Riders are arranged 2 across in 4 rows for a total of 24 riders per train.,,Charles Paige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Q2052341,Wild Mouse,"roller coaster at Pleasure Beach in Blackpool, England",https://en.wikipedia.org/wiki/Wild%20Mouse%20%28Blackpool%20Pleasure%20Beach%29,53.791338,-3.05604,,Pleasure Beach Resort,,53°47′29″N3°03′22″W﻿ / ﻿53.7913°N 3.0561°W﻿ /53.7913; -3.0561,Removed,1958,,,Wood–Wild Mouse,Pleasure Beach Resort,,,,,"1,266 ft (386 m)",,0,,,,,52 in (132 cm),,,Frank Wright,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Q2067284,Pegasus,Roller coaster in Wisconsin Dells,https://en.wikipedia.org/wiki/Pegasus%20%28Mt.%20Olympus%20Water%20and%20Theme%20Park%29,43.613979,-89.789846,,Mt. Olympus Water & Theme Park,,43°36′50″N89°47′23″W﻿ / ﻿43.613979°N 89.789846°W﻿ /43.613979; -89.789846,Operating,1996,,,Wood,Custom Coasters International,,ChainLift Hill,60 ft (18 m),45 ft (14 m),"1,600 ft (490 m)",40 mph (64 km/h),,,,,,40 in (102 cm),,,,50°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Q2085501,Thunder Run,wooden roller coaster at Kentucky Kingdom,https://en.wikipedia.org/wiki/Woodland%20Run,38.1956,-85.7475,,Kentucky Kingdom,Discovery Meadow,38°11′44″N85°44′51″W﻿ / ﻿38.19556°N 85.74750°W﻿ /38.19556; -85.74750,Operating,August 1990(1990-08),,,Wood,Dinn Corporation,Custom,Chain lift hill,90 ft (27 m),74 ft (23 m),"2,850 ft (870 m)",53 mph (85 km/h),0,1:54,,,,48 in (122 cm),Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Curtis D. SummersJohn Fetterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Q2088479,Phoenix,"wooden roller coaster located at the Knoebels Amusement Resort in Elysburg, Pennsylvania",https://en.wikipedia.org/wiki/Phoenix%20%28roller%20coaster%29,,,Q1133525,Knoebels Amusement Resort,,40°52′42″N76°30′23″W﻿ / ﻿40.87833°N 76.50639°W﻿ /40.87833; -76.50639,Operating,"June 15, 1985(1985-06-15)","$1,500,000",,Wood,Philadelphia Toboggan Coasters,,Chainlift hill,78 ft (24 m),72 ft (22 m),"3,200 ft (980 m)",45 mph (72 km/h),0,2:00,720 riders per hour,,,42 in (107 cm),2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,"Herbert Paul Schmeck, 1947",,,,,,,,,,,,,,,,,"DoubleOut and Back,Figure 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Q2108259,Predator,"wooden roller coaster at the Darien Lake is a theme park resort in Darien, New York",https://en.wikipedia.org/wiki/The%20Predator%20%28roller%20coaster%29,42.9292,-78.3861,,Six Flags Darien Lake,,42°55′45″N78°23′10″W﻿ / ﻿42.92917°N 78.38611°W﻿ /42.92917; -78.38611,Operating,"May 25, 1990",$2.5 million,,Wood–Out and back,Dinn Corporation,,,95 ft (29 m),,"3,400 ft (1,000 m)",50 mph (80 km/h),0,1:50,1300 riders per hour,,,48 in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Curtis D. Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Q2116105,Psyclone,roller coaster,https://en.wikipedia.org/wiki/Psyclone%20%28roller%20coaster%29,34.421,-118.6,,Six Flags Magic Mountain,,34°25′16″N118°36′01″W﻿ / ﻿34.420985°N 118.600252°W﻿ /34.420985; -118.600252,Removed,"March 23, 1991(1991-03-23)",$5 million,Shockwave,Wood,Dinn Corporation,,Chainlift hill,95 ft (29 m),77 ft (23 m),"2,970 ft (910 m)",50 mph (80 km/h),0,1:50,1200 riders per hour,3,,48 in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Curtis D. Summers,53°,,,,,,,,,2006(2006),,,,,,,Twister,,,,,,,,,,,,,,,,,,,,,Apocalypse: The Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Q2127262,Raging Wolf Bobs,Defunct wooden roller coaster,https://en.wikipedia.org/wiki/Raging%20Wolf%20Bobs,41.3525,-81.3722,,Geauga Lake,,41°21′09″N81°22′20″W﻿ / ﻿41.352467°N 81.372197°W﻿ /41.352467; -81.372197,Removed,"May 28, 1988(1988-05-28)","$2,500,000",,Wood,Dinn Corporation,,Chainlift hill,80 ft (24 m),,"3,426 ft (1,044 m)",50 mph (80 km/h),0,2:00,,,,48 in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Curtis D. Summers,50°,,,,,,,,,"June 16, 2007(2007-06-16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Q2133717,Ravine Flyer II,Roller coaster at Waldameer Park,https://en.wikipedia.org/wiki/Ravine%20Flyer%20II,42.109256,-80.157041,,Waldameer & Water World,,42°06′33″N80°09′25″W﻿ / ﻿42.109256°N 80.157041°W﻿ /42.109256; -80.157041,Operating,"May 17, 2008",$6 million (equivalent to $8.97 million in 2025)[1],Ravine Flyer,Wood,The Gravity Group,,Chainlift hill,85 ft (26 m),120 ft (37 m),"3,061 ft (933 m)",60 mph (97 km/h),,1:30,,3.5,Lap barsand seatbelts,48 in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,The Gravity Group,60°,,,,,,,,,,,,,,,,Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Q2167576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Q2177877,Rutschebanen,,,55.67297778,12.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Q2229119,Scenic Railway,"iconic ride at Luna Park, Melbourne, Victoria, Australia",https://en.wikipedia.org/wiki/The%20Great%20Scenic%20Railway,-37.86783889,144.97658333,,Luna Park Melbourne,,37°52′04″S144°58′35″E﻿ / ﻿37.8678°S 144.9765°E﻿ /-37.8678; 144.9765,Operating,13 December 1912,,,Wood,LaMarcus Thompson,,Cable lifthill,16 m (52 ft),,"967 m (3,173 ft)",60 km/h (37 mph),0,,,,,100 cm (3 ft 3 in),3 trains with 2 cars. Riders are arranged 2 across in 5 rows for a total of 20 riders per train.,,,,Official website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Q2229130,Scenic Railway,"roller coaster at Dreamland Margate, in Kent, England, UK",https://en.wikipedia.org/wiki/Scenic%20Railway%20%28Dreamland%20Margate%29,51.385277777778,1.3775,,Dreamland Margate,,51°23′7″N1°22′39″E﻿ / ﻿51.38528°N 1.37750°E﻿ /51.38528; 1.37750,Closed,3 July 1920(1920-07-03),,,Wood,,Scenic Railway,Cable (two lifts),40 ft (12 m),40 ft (12 m),"3,000 ft (910 m)",35 mph (56 km/h),,,,,,,,,,,,,,,,,,,27 January 2026(2026-01-27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Q2260635,Woodstock Express,Wooden roller coaster,https://en.wikipedia.org/wiki/Woodstock%20Express%20%28Kings%20Island%29,39.34318,-84.269267,,Kings Island,Planet Snoopy,39°20′35″N84°16′09″W﻿ / ﻿39.343180°N 84.269267°W﻿ /39.343180; -84.269267,Operating,1972(1972),,,Wood,Philadelphia Toboggan Coasters,,Chainlift hill,38.6 ft (11.8 m),30 ft (9.1 m),"1,350 ft (410 m)",35 mph (56 km/h),0,1:30,1200 riders per hour,,,40 in (102 cm),2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,John C. Allen,,,,,,,,,,,,,,,,,Figure Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Q2279581,Shivering Timbers,Wooden roller coaster,https://en.wikipedia.org/wiki/Shivering%20Timbers,43.3422,-86.2761,,Michigan's Adventure,,43°20′32″N86°16′34″W﻿ / ﻿43.34222°N 86.27611°W﻿ /43.34222; -86.27611,Operating,"May 23, 1998(1998-05-23)",$4.5 million,,Wood,Custom Coasters International,,Chainlift hill,122 ft (37 m),,"5,383 ft (1,641 m)",57 mph (92 km/h),,2:30,,,,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,53.3°,,,,,,,,,,,,,,,,Out and Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Q2299311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Q2410399,The Comet,roller coaster,https://en.wikipedia.org/wiki/The%20Comet%20%28Great%20Escape%29,43.3519,-73.6858,,Great Escape,Fest Area,43°21′4.91″N73°41′6.23″W﻿ / ﻿43.3513639°N 73.6850639°W﻿ /43.3513639; -73.6850639,Operating,"1948 (Crystal Beach Park); June 25, 1994 (relocation to Six Flags Great Escape and Hurricane Harbor)",,,Wood,Philadelphia Toboggan Coasters,Wooden coaster,Chainlift hill,95 ft (29 m),87 ft (27 m),"4,197 ft (1,279 m)",55 mph (89 km/h),,2:00,,,,48 in (122 cm),2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,Herbert Paul Schmeck,,,,,,,,,,,,,,,,,Doubleout and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Q2411758,The Great White,wooden/steel roller coaster at Morey's Piers,https://en.wikipedia.org/wiki/The%20Great%20White%20%28Morey%27s%20Piers%29,38.98654,-74.81073,,Morey's Piers,Adventure Pier,38°59′12″N74°48′39″W﻿ / ﻿38.98654°N 74.81073°W﻿ /38.98654; -74.81073,Operating,"June 10, 1996[1]","$5,500,000 USD",,Wood,Custom Coasters International,,Chain lift,110 ft (34 m),100 ft (30 m),"3,300 ft (1,000 m)",50 mph (80 km/h),0,2:00,1200 riders per hour,,,48 in (122 cm),,,Dennis McNulty,50°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Q2412446,The Legend,"wooden roller coaster at Holiday World & Splashin' Safari in Santa Claus, Indiana, USA",https://en.wikipedia.org/wiki/The%20Legend%20%28roller%20coaster%29,38.1202,-86.914,,Holiday World & Splashin' Safari,Halloween,38°07′13″N86°54′50″W﻿ / ﻿38.1202°N 86.9140°W﻿ /38.1202; -86.9140,Operating,"May 6, 2000(2000-05-06)","US$3,000,000",,Wood,Custom Coasters International,,Chain Lift Hill,99 ft (30 m),113 ft (34 m),"4,042 ft (1,232 m)",59 mph (95 km/h),0,2:00,800 riders per hour,,,48[1]in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,"Dennis McNulty, Larry Bill",,,,,,,,,,,,,,,,,Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Q2413721,The Raven,"wooden roller coaster at Holiday World & Splashin' Safari in Santa Claus, Indiana, USA",https://en.wikipedia.org/wiki/Raven%20%28roller%20coaster%29,,,,Holiday World & Splashin' Safari,Halloween,38°07′10″N86°54′55″W﻿ / ﻿38.1194°N 86.9152°W﻿ /38.1194; -86.9152,Operating,"May 6, 1995(1995-05-06)","US$2,000,000",,Wood,Custom Coasters International,,Chain Lift Hill,80 ft (24 m),85 ft (26 m),"2,800 ft (850 m)",48 mph (77 km/h),0,1:30,960 riders per hour,,,48[1]in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,"Dennis McNulty, Larry Bill",,,,,,,,,,,,,,,,,Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Q2415004,The Voyage,amusement ride,https://en.wikipedia.org/wiki/The%20Voyage%20%28roller%20coaster%29,38.1213,-86.9115,,Holiday World & Splashin' Safari,Thanksgiving,38°07′17″N86°54′41″W﻿ / ﻿38.1213°N 86.9115°W﻿ /38.1213; -86.9115,Operating,"May 6, 2006(2006-05-06)",US$6.5 Million,,Wood,The Gravity Group,,Chain lift hill,159 ft (48 m),154 ft (47 m),"6,442 ft (1,964 m)",67 mph (108 km/h),0,2:45,1200 riders per hour,,,48[1]in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,"Mike Graham, Korey Kiepert, Larry Bill, Chad Miller, Will Koch",66°,,,,,,,,,,,,,,,,"Out-and-back, terrain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Q2429902,Thunderhawk,roller coaster,https://en.wikipedia.org/wiki/Thunderhawk%20%28Dorney%20Park%29,40.5798,-75.5355,,Dorney Park & Wildwater Kingdom,,40°34′47″N75°32′08″W﻿ / ﻿40.5798°N 75.5355°W﻿ /40.5798; -75.5355,Operating,"March 30, 1924; 102 years ago(1924-03-30)",,,Wood,Philadelphia Toboggan Coasters,,Chainlift hill,80 ft (24 m),65 ft (20 m),"2,767 ft (843 m)",45 mph (72 km/h),0,1:18,,,,48 in (122 cm),2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,Herbert Paul Schmeck,45°,,,,,,,,,,,,,,,,Out and Back/Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Q2434462,Timber Wolf,roller coaster,https://en.wikipedia.org/wiki/Timber%20Wolf%20%28roller%20coaster%29,39.1728,-94.4892,,Worlds of Fun,Wild West,39°10′22″N94°29′21″W﻿ / ﻿39.17278°N 94.48917°W﻿ /39.17278; -94.48917,Operating,"April 1, 1989",$3 million,Extremeroller,Wood,Dinn Corporation,Custom,Chain Lift,100 ft (30 m),95 ft (29 m),"4,230 ft (1,290 m)",53 mph (85 km/h),0,2 min 13 sec,905 riders per hour,,,48 in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,Curtis D. Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Q2451377,Tremors,wooden roller coaster,https://en.wikipedia.org/wiki/Tremors%20%28roller%20coaster%29,47.9053,-116.71,,Silverwood Theme Park,,47°54′19″N116°42′35″W﻿ / ﻿47.90528°N 116.70972°W﻿ /47.90528; -116.70972,Operating,"May 15, 1999(1999-05-15)",,,Steel,Custom Coasters International,,Chainlift hill,85 ft (26 m),99 ft (30 m),"3,158 ft (963 m)",50 mph (80 km/h),0,1:40,,2.5,,42 in (107 cm),2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,"Alison Brittle, Eden Carpenter, and Gary Norton",,,,,,,,,,,,,,,,,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Q2462356,Twister,roller coaster at Knoebels Amusement Resort in Pennsylvania,https://en.wikipedia.org/wiki/Twister%20%28Knoebels%20Amusement%20Resort%29,40.8771,-76.5041,,Knoebels Amusement Resort,,40°52′37″N76°30′15″W﻿ / ﻿40.877058°N 76.504094°W﻿ /40.877058; -76.504094,Operating,"July 24, 1999",$3 million,,Wood,Knoebels Amusement Resort,,Two chainlift hills,101.5 ft (30.9 m),89.6 ft (27.3 m),"3,900 ft (1,200 m)",51 mph (82 km/h),0,2:10,,,,42 in (107 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,"John Fetterman, 1999;FromJohn Allen's 1964""Mister Twister"" design",,,,,,,,,,,,,,,,,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Q2546829,Ghoster Coaster,roller coaster,https://en.wikipedia.org/wiki/Ghoster%20Coaster%20%28Canada%27s%20Wonderland%29,43.8438,-79.546,,Canada's Wonderland,Planet Snoopy,43°50′38″N79°32′46″W﻿ / ﻿43.843794°N 79.546033°W﻿ /43.843794; -79.546033,Operating,"May 23, 1981",,,Wood,Taft Broadcasting,,Chainlift hill,12.5 m (41 ft),12 m (39 ft),"413.3 m (1,356 ft)",56 km/h (35 mph),,1:20,,,,102 cm (3 ft 4 in),Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,Curtis D. Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Q2570454,Wildcat,roller coaster,https://en.wikipedia.org/wiki/Wildcat%20%28Lake%20Compounce%29,41.6408,-72.9231,,Lake Compounce,,41°38′27″N72°55′23.3″W﻿ / ﻿41.64083°N 72.923139°W﻿ /41.64083; -72.923139,Operating,1927,,Green Dragon,Wood–Twister,Philadelphia Toboggan Coasters,,Chain Lift Hill,85 ft (26 m),78 ft (24 m),"2,746 ft (837 m)",48 mph (77 km/h),0,1:15,,,,48 in (122 cm),2 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,,Herbert Paul SchmeckandDinn Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
